"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","class_weight","dataset","es_metric","es_patience","gpu_ids","group","lr","mode","model","momentum","n_epochs","n_train_samples","name","no_pretrain","no_wandb","offline","project","scheduler_patience","seed","y_labels","test_accuracy","test_f1","test_precision","test_recall","train_accuracy","train_f1","train_loss","train_precision","train_recall","val_accuracy","val_f1","val_loss","val_precision","val_recall"
"resnet50_n=4_all (2024.05.20. 16:30)","finished","-","","","2024-05-20T08:30:48.000Z","570","","100","false","fayoum","loss","30","[0,1]","resnet50_n=4_all","0.0001","all","resnet50","0.9","5000","4","resnet50_n=4_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.2437134385108948","0.1803803443908691","0.3695445954799652","0.2437134385108948","0.27984344959259033","0.24481356143951416","0.00989883528514342","0.3642676770687103","0.27984344959259033","0.18778280913829803","0.14793741703033447","5.390380089933222","0.21875","0.18778280913829803"
"alexnet_n=20_clf (2024.05.20. 16:17)","finished","-","","","2024-05-20T08:17:28.000Z","1153","","100","false","fayoum","loss","30","[0,1]","alexnet_n=20_clf","0.0001","clf","alexnet","0.9","5000","20","alexnet_n=20_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.8819444179534912","0.8647727370262146","0.8517156839370728","0.8819444179534912","0.8868723511695862","0.8747097253799438","0.0027182558551430702","0.8719849586486816","0.8868723511695862","0.7802197933197021","0.7825247645378113","6.099271774291992","0.7946428656578064","0.7802197933197021"
"resnet50_n=8_all (2024.05.20. 07:45)","finished","-","","","2024-05-20T07:45:02.000Z","6345","","100","false","fayoum","loss","30","[0,1]","resnet50_n=8_all","0.0001","all","resnet50","0.9","5000","8","resnet50_n=8_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.5955377817153931","0.46846848726272583","0.45234858989715576","0.5955377817153931","0.6907564401626587","0.647291898727417","0.0004467654295943","0.6582627892494202","0.6907564401626587","0.6527777910232544","0.6070435047149658","6.748193124930064","0.6053743958473206","0.6527777910232544"
"resnet50_n=20_clf (2024.05.20. 14:54)","finished","-","","","2024-05-20T06:54:18.000Z","4985","","100","false","fayoum","loss","30","[0,1]","resnet50_n=20_clf","0.0001","clf","resnet50","0.9","5000","20","resnet50_n=20_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.7916666865348816","0.7713980078697205","0.7655044198036194","0.7916666865348816","0.777260422706604","0.7648636698722839","0.03744581093390783","0.7597366571426392","0.777260422706604","0.8186813592910767","0.8247296810150146","7.016544113556544","0.8416666984558105","0.8186813592910767"
"alexnet_n=4_all (2024.05.20. 06:48)","finished","-","","","2024-05-20T06:48:23.000Z","3393","","100","false","fayoum","loss","30","[0,1]","alexnet_n=4_all","0.0001","all","alexnet","0.9","5000","4","alexnet_n=4_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.699999988079071","0.6529720425605774","0.6149425506591797","0.699999988079071","0.730255663394928","0.6944830417633057","0.000005247761609180915","0.8601587414741516","0.730255663394928","0.6944444179534912","0.6082996129989624","2.8534947633743286","0.5473214387893677","0.6944444179534912"
"alexnet_n=all_clf (2024.05.20. 13:50)","finished","-","","","2024-05-20T05:50:34.000Z","289","","100","false","fayoum","loss","30","[0,1]","alexnet_n=all_clf","0.0001","clf","alexnet","0.9","5000","-1","alexnet_n=all_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.8666666746139526","0.8917344212532043","0.945652186870575","0.8666666746139526","0.9007864594459534","0.9135092496871948","2.504457401111722","0.9450287222862244","0.9007864594459534","0.8379120826721191","0.8468625545501709","10.42618164420128","0.8807692527770996","0.8379120826721191"
"resnet50_n=4_all (2024.05.20. 05:28)","finished","-","","","2024-05-20T05:28:19.000Z","4800","","100","false","fayoum","loss","30","[0,1]","resnet50_n=4_all","0.0001","all","resnet50","0.9","5000","4","resnet50_n=4_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.41418763995170593","0.2646263837814331","0.312872052192688","0.41418763995170593","0.4360117018222809","0.33836010098457336","0.0059756257317282934","0.5721343755722046","0.4360117018222809","0.5138888955116272","0.4009975492954254","5.061838713559237","0.3685383200645447","0.5138888955116272"
"alexnet_n=8_clf (2024.05.20. 13:18)","finished","-","","","2024-05-20T05:18:12.000Z","5762","","100","false","fayoum","loss","30","[0,1]","alexnet_n=8_clf","0.0001","clf","alexnet","0.9","5000","8","alexnet_n=8_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.8333333730697632","0.7926913499832153","0.7755681872367859","0.8333333730697632","0.8245201706886292","0.8048853874206543","0.000035208054627715185","0.8328260183334351","0.8245201706886292","0.7967032790184021","0.7952058911323547","4.434418062369029","0.8236111402511597","0.7967032790184021"
"resnet50_n=all_clf (2024.05.20. 11:06)","finished","-","","","2024-05-20T03:06:05.000Z","9843","","100","false","fayoum","loss","30","[0,1]","resnet50_n=all_clf","0.0001","clf","resnet50","0.9","5000","-1","resnet50_n=all_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.9444444179534912","0.9471210241317748","0.95095694065094","0.9444444179534912","0.9956140518188475","0.9935503005981444","5.206787787377834","0.9916666746139526","0.9956140518188475","0.8379120826721191","0.854453444480896","10.870924890041351","0.9331501722335817","0.8379120826721191"
"alexnet_n=120_clf (2024.05.20. 10:39)","finished","-","","","2024-05-20T02:39:26.000Z","1594","","100","false","fayoum","loss","30","[0,1]","alexnet_n=120_clf","0.0001","clf","alexnet","0.9","5000","120","alexnet_n=120_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.9027777910232544","0.9084249138832092","0.9246031641960144","0.9027777910232544","0.8957955241203308","0.8899747133255005","0.5562108010053635","0.8863785862922668","0.8957955241203308","0.8543956279754639","0.859957218170166","9.644908845424652","0.8695175647735596","0.8543956279754639"
"resnet50_n=120_clf (2024.05.20. 10:37)","finished","-","","","2024-05-20T02:38:00.000Z","83","","100","false","fayoum","loss","30","[0,1]","resnet50_n=120_clf","0.0001","clf","resnet50","0.9","5000","120","resnet50_n=120_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.2967836260795593","0.2563830018043518","0.22906404733657837","0.2967836260795593","0.3332465887069702","0.2884368896484375","66.16670489311218","0.30657893419265747","0.3332465887069702","0.2522624433040619","0.21474358439445496","59.4185608625412","0.20064103603363037","0.2522624433040619"
"alexnet_n=40_clf (2024.05.20. 10:22)","finished","-","","","2024-05-20T02:22:18.000Z","939","","100","false","fayoum","loss","30","[0,1]","alexnet_n=40_clf","0.0001","clf","alexnet","0.9","5000","40","alexnet_n=40_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.9652777910232544","0.9652777910232544","0.9652777910232544","0.9652777910232544","0.899878978729248","0.8900147676467896","0.022739313542842865","0.8907291889190674","0.899878978729248","0.8351648449897766","0.8399782180786133","8.409519270062447","0.8553571701049805","0.8351648449897766"
"resnet50_n=40_clf (2024.05.20. 10:20)","finished","-","","","2024-05-20T02:20:41.000Z","92","","100","false","fayoum","loss","30","[0,1]","resnet50_n=40_clf","0.0001","clf","resnet50","0.9","5000","40","resnet50_n=40_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.2726608216762543","0.22307270765304563","0.22510161995887756","0.2726608216762543","0.2870227098464966","0.22652356326580048","10.619912147521973","0.23504570126533508","0.2870227098464966","0.270361989736557","0.20153985917568207","30.34289932250977","0.24523809552192688","0.270361989736557"
"resnet50_n=8_clf (2024.05.20. 09:54)","finished","-","","","2024-05-20T01:54:45.000Z","12202","","100","false","fayoum","loss","30","[0,1]","resnet50_n=8_clf","0.0001","clf","resnet50","0.9","5000","8","resnet50_n=8_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.799342155456543","0.7797727584838867","0.7715201377868652","0.799342155456543","0.7700904607772827","0.7577323913574219","0.003306385468352925","0.7613190412521362","0.7700904607772827","0.6734270453453064","0.6655219793319702","4.819192176063855","0.6628788113594055","0.6734270453453064"
"alexnet_n=20_clf (2024.05.20. 08:45)","finished","-","","","2024-05-20T00:45:06.000Z","5731","","100","false","fayoum","loss","30","[0,1]","alexnet_n=20_clf","0.0001","clf","alexnet","0.9","5000","20","alexnet_n=20_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.9035087823867798","0.8955159783363342","0.9128787517547609","0.9035087823867798","0.8836495876312256","0.8839174509048462","0.0005033682100474834","0.8844267725944519","0.8836495876312256","0.8708791732788086","0.8701691031455994","3.3797249694665275","0.8799341917037964","0.8708791732788086"
"resnet50_n=20_clf (2024.05.20. 08:44)","finished","-","","","2024-05-20T00:44:12.000Z","49","","100","false","fayoum","loss","30","[0,1]","resnet50_n=20_clf","0.0001","clf","resnet50","0.9","5000","20","resnet50_n=20_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.2631579041481018","0.15176056325435638","0.3349056541919708","0.2631579041481018","0.2750258147716522","0.17740817368030548","2.916972902086046","0.28484848141670227","0.2750258147716522","0.2647058963775635","0.14814814925193787","20.29971055189769","0.32926827669143677","0.2647058963775635"
"alexnet_n=4_clf (2024.05.20. 07:58)","finished","-","","","2024-05-19T23:58:22.000Z","6978","","100","false","fayoum","loss","30","[0,1]","alexnet_n=4_clf","0.0001","clf","alexnet","0.9","5000","4","alexnet_n=4_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.7410087585449219","0.7704171538352966","0.8295454978942871","0.7410087585449219","0.6917319297790527","0.7048214673995972","0.00000897274400234561","0.7833887338638306","0.6917319297790527","0.5844376087188721","0.6134259700775146","2.630357750437476","0.6918830871582031","0.5844376087188721"
"alexnet_n=8_clf (2024.05.20. 07:57)","finished","-","","","2024-05-19T23:57:48.000Z","2779","","100","false","fayoum","loss","30","[0,1]","alexnet_n=8_clf","0.0001","clf","alexnet","0.9","5000","8","alexnet_n=8_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.5826754570007324","0.594139814376831","0.612500011920929","0.5826754570007324","0.5980173945426941","0.6183961033821106","0.00006936084140430798","0.7148607969284058","0.5980173945426941","0.4560439586639404","0.421396404504776","5.444314941763878","0.3916666805744171","0.4560439586639404"
"resnet50_n=8_clf (2024.05.20. 07:56)","finished","-","","","2024-05-19T23:56:42.000Z","61","","100","false","fayoum","loss","30","[0,1]","resnet50_n=8_clf","0.0001","clf","resnet50","0.9","5000","8","resnet50_n=8_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.2631579041481018","0.15176056325435638","0.3349056541919708","0.2631579041481018","0.2750258147716522","0.17740817368030548","0.45166722210970794","0.28484848141670227","0.2750258147716522","0.2647058963775635","0.14814814925193787","10.20960275332133","0.32926827669143677","0.2647058963775635"
"resnet50_n=4_clf (2024.05.20. 07:56)","finished","-","","","2024-05-19T23:56:30.000Z","107","","100","false","fayoum","loss","30","[0,1]","resnet50_n=4_clf","0.0001","clf","resnet50","0.9","5000","4","resnet50_n=4_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.1323099434375763","0.08982202410697937","0.07505285739898682","0.1323099434375763","0.12641899287700653","0.08930893242359161","0.11162506450306284","0.07160625606775284","0.12641899287700653","0.10746606439352036","0.08306055516004562","5.540567571466619","0.06923077255487442","0.10746606439352036"
"alexnet_n=all_all (2024.05.20. 07:53)","finished","-","","","2024-05-19T23:53:24.000Z","182","","100","false","fayoum","loss","30","[0,1]","alexnet_n=all_all","0.0001","all","alexnet","0.9","5000","-1","alexnet_n=all_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.8958333134651184","0.9037227630615234","0.945652186870575","0.8958333134651184","0.8921657800674438","0.9049636125564576","1.6338698137551546","0.9409323334693908","0.8921657800674438","0.7829670310020447","0.7821773290634155","11.522466331720352","0.7990384697914124","0.7829670310020447"
"resnet50_n=all_all (2024.05.20. 07:31)","finished","-","","","2024-05-19T23:31:45.000Z","1294","","100","false","fayoum","loss","30","[0,1]","resnet50_n=all_all","0.0001","all","resnet50","0.9","5000","-1","resnet50_n=all_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.9027777910232544","0.9084249138832092","0.9246031641960144","0.9027777910232544","1","1","1.4127966575324535","1","1","0.8543956279754639","0.859957218170166","11.81669870018959","0.8695175647735596","0.8543956279754639"
"alexnet_n=120_all (2024.05.20. 07:17)","finished","-","","","2024-05-19T23:17:27.000Z","854","","100","false","fayoum","loss","30","[0,1]","alexnet_n=120_all","0.0001","all","alexnet","0.9","5000","120","alexnet_n=120_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.9444444179534912","0.9471210241317748","0.95095694065094","0.9444444179534912","0.9051257371902466","0.8955061435699463","0.12264515971764922","0.8881734013557434","0.9051257371902466","0.9258241653442384","0.9199999570846558","9.436347305774689","0.9166666865348816","0.9258241653442384"
"resnet50_n=120_all (2024.05.20. 06:35)","finished","-","","","2024-05-19T22:35:35.000Z","2508","","100","false","fayoum","loss","30","[0,1]","resnet50_n=120_all","0.0001","all","resnet50","0.9","5000","120","resnet50_n=120_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.8819444179534912","0.8799999952316284","0.8789592981338501","0.8819444179534912","0.9780701398849488","0.9686908721923828","0.3896591952070594","0.9632352590560912","0.9780701398849488","0.8901098966598511","0.8914285898208618","11.685960084199904","0.89384925365448","0.8901098966598511"
"alexnet_n=40_all (2024.05.20. 05:54)","finished","-","","","2024-05-19T21:54:16.000Z","2475","","100","false","fayoum","loss","30","[0,1]","alexnet_n=40_all","0.0001","all","alexnet","0.9","5000","40","alexnet_n=40_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.930555522441864","0.930555522441864","0.930555522441864","0.930555522441864","0.8792636394500732","0.8758280873298645","0.0019312265794724224","0.8730521202087402","0.8792636394500732","0.8379120826721191","0.8446969389915466","4.687593342736363","0.8754699230194092","0.8379120826721191"
"alexnet_n=4_clf (2024.05.20. 05:37)","finished","-","","","2024-05-19T21:37:12.000Z","8366","","100","false","fayoum","loss","30","[0,1]","alexnet_n=4_clf","0.0001","clf","alexnet","0.9","5000","4","alexnet_n=4_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.8340643644332886","0.8152913451194763","0.8021465539932251","0.8340643644332886","0.7954201698303223","0.803754448890686","0.000008317153101829303","0.8293938040733337","0.7954201698303223","0.7774724960327148","0.7723767757415771","2.283762953498147","0.8125","0.7774724960327148"
"resnet50_n=4_clf (2024.05.20. 05:34)","finished","-","","","2024-05-19T21:34:47.000Z","140","","100","false","fayoum","loss","30","[0,1]","resnet50_n=4_clf","0.0001","clf","resnet50","0.9","5000","4","resnet50_n=4_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.2631579041481018","0.15176056325435638","0.3349056541919708","0.2631579041481018","0.2676728665828705","0.16447368264198303","0.11223496090282094","0.271332323551178","0.2676728665828705","0.2647058963775635","0.14814814925193787","5.535859714854848","0.32926827669143677","0.2647058963775635"
"alexnet_n=all_all (2024.05.20. 05:31)","finished","-","","","2024-05-19T21:31:06.000Z","217","","100","false","fayoum","loss","30","[0,1]","alexnet_n=all_all","0.0001","all","alexnet","0.9","5000","-1","alexnet_n=all_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.8666666746139526","0.8917344212532043","0.945652186870575","0.8666666746139526","0.9094071388244628","0.9218152165412904","1.1868345579132438","0.9491588473320008","0.9094071388244628","0.8543956279754639","0.859957218170166","8.889535158872604","0.8695175647735596","0.8543956279754639"
"resnet50_n=all_all (2024.05.20. 05:00)","finished","-","","","2024-05-19T21:01:12.000Z","1789","","100","false","fayoum","loss","30","[0,1]","resnet50_n=all_all","0.0001","all","resnet50","0.9","5000","-1","resnet50_n=all_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.9444444179534912","0.9471210241317748","0.95095694065094","0.9444444179534912","1","1","1.3905662391334772","1","1","0.8186813592910767","0.8247296810150146","15.934182107448578","0.8416666984558105","0.8186813592910767"
"resnet50_n=40_all (2024.05.20. 05:00)","finished","-","","","2024-05-19T21:00:39.000Z","3212","","100","false","fayoum","loss","30","[0,1]","resnet50_n=40_all","0.0001","all","resnet50","0.9","5000","40","resnet50_n=40_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.7986111044883728","0.7775291204452515","0.7637820243835449","0.7986111044883728","0.9044162034988404","0.8945686221122742","0.04022615775465965","0.8869888782501221","0.9044162034988404","0.7802197933197021","0.7715357542037964","10.074794128537178","0.7767857313156128","0.7802197933197021"
"alexnet_n=20_all (2024.05.20. 04:57)","finished","-","","","2024-05-19T20:57:08.000Z","207","","100","false","fayoum","loss","30","[0,1]","alexnet_n=20_all","0.0001","all","alexnet","0.9","5000","20","alexnet_n=20_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.8888888359069824","0.8821548819541931","0.8833333253860474","0.8888888359069824","0.8868723511695862","0.8747097253799438","0.011524447343415683","0.8719849586486816","0.8868723511695862","0.7967032790184021","0.7952058911323547","5.904349674781163","0.8236111402511597","0.7967032790184021"
"alexnet_n=120_all (2024.05.20. 04:56)","finished","-","","","2024-05-19T20:56:48.000Z","238","","100","false","fayoum","loss","30","[0,1]","alexnet_n=120_all","0.0001","all","alexnet","0.9","5000","120","alexnet_n=120_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.9513888955116272","0.9485714435577391","0.946832537651062","0.9513888955116272","0.9181323647499084","0.913153886795044","0.9615440852940084","0.9112999439239502","0.9181323647499084","0.8901098966598511","0.8914285898208618","9.899496093392372","0.89384925365448","0.8901098966598511"
"resnet50_n=120_all (2024.05.20. 03:53)","finished","-","","","2024-05-19T19:53:26.000Z","3797","","100","false","fayoum","loss","30","[0,1]","resnet50_n=120_all","0.0001","all","resnet50","0.9","5000","120","resnet50_n=120_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.9035087823867798","0.8848017454147339","0.8712292909622192","0.9035087823867798","0.9526151418685912","0.9392412900924684","0.306660239584744","0.9341892004013062","0.9526151418685912","0.8351648449897766","0.8373015522956848","13.609478563070295","0.8438141345977783","0.8351648449897766"
"alexnet_n=40_all (2024.05.20. 03:41)","finished","-","","","2024-05-19T19:41:20.000Z","721","","100","false","fayoum","loss","30","[0,1]","alexnet_n=40_all","0.0001","all","alexnet","0.9","5000","40","alexnet_n=40_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.9652777910232544","0.9652777910232544","0.9652777910232544","0.9652777910232544","0.8954930305480957","0.8844931125640869","0.011464450508356094","0.8862202167510986","0.8954930305480957","0.8351648449897766","0.8373015522956848","6.925534911453724","0.8438141345977783","0.8351648449897766"
"resnet50_n=20_all (2024.05.20. 03:31)","finished","-","","","2024-05-19T19:32:00.000Z","5103","","100","false","fayoum","loss","30","[0,1]","resnet50_n=20_all","0.0001","all","resnet50","0.9","5000","20","resnet50_n=20_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.7777777910232544","0.740079402923584","0.7462042570114136","0.7777777910232544","0.8101468682289124","0.8054030537605286","0.007537632352775997","0.8059132695198059","0.8101468682289124","0.8021978139877319","0.8019519448280334","8.558033933242163","0.8434523940086365","0.8021978139877319"
"resnet50_n=40_all (2024.05.20. 03:02)","finished","-","","","2024-05-19T19:02:05.000Z","2350","","100","false","fayoum","loss","30","[0,1]","resnet50_n=40_all","0.0001","all","resnet50","0.9","5000","40","resnet50_n=40_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.8888888359069824","0.8550480604171753","0.8405219316482544","0.8888888359069824","0.8929331302642822","0.8678402900695801","0.05030137300491333","0.8693000674247742","0.8929331302642822","0.8351648449897766","0.8373015522956848","11.002188891172407","0.8438141345977783","0.8351648449897766"
"alexnet_n=8_all (2024.05.20. 02:24)","finished","-","","","2024-05-19T18:24:29.000Z","4046","","100","false","fayoum","loss","30","[0,1]","alexnet_n=8_all","0.0001","all","alexnet","0.9","5000","8","alexnet_n=8_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.8333333730697632","0.8303167223930359","0.8303571343421936","0.8333333730697632","0.8490417003631592","0.8328553438186646","0.000025390525644814428","0.8535826802253723","0.8490417003631592","0.7550365924835205","0.7638206481933594","4.2198467801014585","0.7958333492279053","0.7550365924835205"
"alexnet_n=20_all (2024.05.20. 02:11)","finished","-","","","2024-05-19T18:11:54.000Z","3007","","100","false","fayoum","loss","30","[0,1]","alexnet_n=20_all","0.0001","all","alexnet","0.9","5000","20","alexnet_n=20_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.8757309913635254","0.8776825666427612","0.8818181753158569","0.8757309913635254","0.8988575339317322","0.8988117575645447","0.0002503887582052913","0.9002994298934937","0.8988575339317322","0.8901098966598511","0.8914285898208618","2.9218611866235733","0.89384925365448","0.8901098966598511"
"resnet50_n=20_all (2024.05.20. 01:45)","finished","-","","","2024-05-19T17:45:21.000Z","1590","","100","false","fayoum","loss","30","[0,1]","resnet50_n=20_all","0.0001","all","resnet50","0.9","5000","20","resnet50_n=20_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.8548976182937622","0.8411616086959839","0.8392857313156128","0.8548976182937622","0.8337680697441101","0.8311208486557007","0.01623033442431026","0.8298585414886475","0.8337680697441101","0.7361021041870117","0.7371323704719543","11.02318525314331","0.7437611222267151","0.7361021041870117"
"resnet50_n=8_all (2024.05.20. 01:32)","finished","-","","","2024-05-19T17:32:17.000Z","3128","","100","false","fayoum","loss","30","[0,1]","resnet50_n=8_all","0.0001","all","resnet50","0.9","5000","8","resnet50_n=8_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.75","0.7072169184684753","0.7524999976158142","0.75","0.7392524480819702","0.7393131256103516","0.0012234864248470826","0.7445680499076843","0.7392524480819702","0.6062271595001221","0.6064213514328003","6.5216909646987915","0.6768181920051575","0.6062271595001221"
"alexnet_n=8_all (2024.05.20. 01:04)","finished","-","","","2024-05-19T17:04:01.000Z","2476","","100","false","fayoum","loss","30","[0,1]","alexnet_n=8_all","0.0001","all","alexnet","0.9","5000","8","alexnet_n=8_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.5826754570007324","0.6006927490234375","0.6272727251052856","0.5826754570007324","0.5539804100990295","0.5769959688186646","0.00002960031799210066","0.6661971807479858","0.5539804100990295","0.4752747416496277","0.44087302684783936","5.297551388541858","0.41275984048843384","0.4752747416496277"
"resnet50_n=8_all (2024.05.20. 01:02)","finished","-","","","2024-05-19T17:02:52.000Z","65","","100","false","fayoum","loss","30","[0,1]","resnet50_n=8_all","0.0001","all","resnet50","0.9","5000","8","resnet50_n=8_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.2631579041481018","0.15176056325435638","0.3349056541919708","0.2631579041481018","0.2750258147716522","0.17740817368030548","0.26518960432572797","0.28484848141670227","0.2750258147716522","0.2647058963775635","0.14814814925193787","9.67872397104899","0.32926827669143677","0.2647058963775635"
"alexnet_n=4_all (2024.05.20. 00:35)","finished","-","","","2024-05-19T16:35:36.000Z","3396","","100","false","fayoum","loss","30","[0,1]","alexnet_n=4_all","0.0001","all","alexnet","0.9","5000","4","alexnet_n=4_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.7410087585449219","0.7704171538352966","0.8295454978942871","0.7410087585449219","0.7011593580245972","0.7201027870178223","0.000006152603336059573","0.8068375587463379","0.7011593580245972","0.643261194229126","0.6622405052185059","2.5762657712806356","0.7271929979324341","0.643261194229126"
"resnet50_n=4_all (2024.05.20. 00:33)","finished","-","","","2024-05-19T16:33:56.000Z","98","","100","false","fayoum","loss","30","[0,1]","resnet50_n=4_all","0.0001","all","resnet50","0.9","5000","4","resnet50_n=4_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.1454678475856781","0.0972222238779068","0.08181818574666977","0.1454678475856781","0.1448013335466385","0.10088220238685608","0.05490903962742199","0.08103176206350327","0.1448013335466385","0.13235294818878174","0.09000000357627869","5.491788593205539","0.06818182021379471","0.13235294818878174"
"alexnet_n=4_all (2024.05.20. 00:22)","finished","-","","","2024-05-19T16:22:14.000Z","2434","","100","false","fayoum","loss","30","[0,1]","alexnet_n=4_all","0.0001","all","alexnet","0.9","5000","4","alexnet_n=4_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.8062865734100342","0.784138023853302","0.7749373912811279","0.8062865734100342","0.7937771081924438","0.8002334833145142","0.000006978874973190779","0.8206427097320557","0.7937771081924438","0.7582417726516724","0.7487355470657349","2.2460871284658257","0.8034090995788574","0.7582417726516724"
"resnet50_n=4_all (2024.05.20. 00:00)","finished","-","","","2024-05-19T16:20:37.000Z","81","","100","false","fayoum","loss","30","[0,1]","resnet50_n=4_all","0.0001","all","resnet50","0.9","5000","4","resnet50_n=4_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","4","ripeness","0.28801169991493225","0.2211538553237915","0.26552796363830566","0.28801169991493225","0.3015995919704437","0.2330927848815918","0.06063832478089766","0.2633228898048401","0.3015995919704437","0.270361989736557","0.1969565153121948","5.382375467907298","0.2409909963607788","0.270361989736557"
"alexnet_n=all_clf (2024.05.19. 12:08)","finished","-","","","2024-05-19T12:08:25.000Z","159","","100","false","fayoum","loss","30","[0,1]","alexnet_n=all_clf","0.0001","clf","alexnet","0.9","5000","-1","alexnet_n=all_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.8785713911056519","0.9152494072914124","0.9711538553237916","0.8785713911056519","0.8656250238418579","0.8770899772644043","4.560178562998772","0.906550407409668","0.8656250238418579","0.8388888835906982","0.8430920839309692","12.992165982723236","0.8535714149475098","0.8388888835906982"
"resnet50_n=all_clf (2024.05.19. 09:56)","finished","-","","","2024-05-19T09:56:27.000Z","7912","","100","false","fayoum","loss","30","[0,1]","resnet50_n=all_clf","0.0001","clf","resnet50","0.9","5000","-1","resnet50_n=all_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.8439849615097046","0.859606921672821","0.9004629850387573","0.8439849615097046","1","1","5.7178775370121","1","1","0.8638888597488403","0.8677945137023926","12.53946590423584","0.8878787755966187","0.8638888597488403"
"alexnet_n=120_clf (2024.05.19. 09:52)","finished","-","","","2024-05-19T09:52:11.000Z","251","","100","false","fayoum","loss","30","[0,1]","alexnet_n=120_clf","0.0001","clf","alexnet","0.9","5000","120","alexnet_n=120_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.9285714626312256","0.9479166269302368","0.9800000190734864","0.9285714626312256","0.8835227489471436","0.8870084285736084","1.865590177476406","0.8988964557647705","0.8835227489471436","0.8388888835906982","0.8430920839309692","12.275443613529204","0.8535714149475098","0.8388888835906982"
"resnet50_n=120_clf (2024.05.19. 07:47)","finished","-","","","2024-05-19T07:47:47.000Z","7459","","100","false","fayoum","loss","30","[0,1]","resnet50_n=120_clf","0.0001","clf","resnet50","0.9","5000","120","resnet50_n=120_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","3","ripeness","0.8076168894767761","0.7713128328323364","0.7570738196372986","0.8076168894767761","0.968181848526001","0.9523463845252992","3.364567831158638","0.9422222375869752","0.968181848526001","0.8694444894790649","0.8718981742858887","12.884690433740616","0.8805921077728271","0.8694444894790649"
