"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","class_weight","dataset","es_metric","es_patience","gpu_ids","group","lr","mode","model","momentum","n_epochs","n_train_samples","name","no_pretrain","no_wandb","offline","project","scheduler_patience","seed","y_labels","test_accuracy","test_f1","test_precision","test_recall","train_accuracy","train_f1","train_loss","train_precision","train_recall","val_accuracy","val_f1","val_loss","val_precision","val_recall"
"alexnet_n=all_clf (2024.05.21. 12:48)","finished","-","","","2024-05-21T04:48:54.000Z","212","","100","false","fayoum","loss","30","[0,1]","alexnet_n=all_clf","0.0001","clf","alexnet","0.9","5000","-1","alexnet_n=all_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.8458333015441895","0.8707184791564941","0.9375","0.8458333015441895","0.8920145034790039","0.901495099067688","3.179502498358488","0.9214643239974976","0.8920145034790039","0.8379120826721191","0.8468625545501709","11.307690799236298","0.8807692527770996","0.8379120826721191"
"alexnet_n=all_clf (2024.05.21. 04:04)","finished","-","","","2024-05-21T04:04:01.000Z","149","","100","false","fayoum","loss","30","[0,1]","alexnet_n=all_clf","0.0001","clf","alexnet","0.9","5000","-1","alexnet_n=all_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.8785713911056519","0.9152494072914124","0.9711538553237916","0.8785713911056519","0.8477272987365723","0.8636263608932495","4.800672955811024","0.9197390079498292","0.8477272987365723","0.8638888597488403","0.8677945137023926","14.225264877080916","0.8878787755966187","0.8638888597488403"
"resnet50_n=all_clf (2024.05.21. 10:43)","finished","-","","","2024-05-21T02:43:21.000Z","7529","","100","false","fayoum","loss","30","[0,1]","resnet50_n=all_clf","0.0001","clf","resnet50","0.9","5000","-1","resnet50_n=all_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.8263888359069824","0.8251686692237854","0.8478896021842957","0.8263888359069824","1","1","5.848825022578239","1","1","0.8736263513565063","0.8901515007019043","10.862456738948822","0.9379699230194092","0.8736263513565063"
"alexnet_n=120_clf (2024.05.21. 10:27)","finished","-","","","2024-05-21T02:27:14.000Z","962","","100","false","fayoum","loss","30","[0,1]","alexnet_n=120_clf","0.0001","clf","alexnet","0.9","5000","120","alexnet_n=120_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.9027777910232544","0.9084249138832092","0.9246031641960144","0.9027777910232544","0.9182835817337036","0.9171193838119508","0.3615172114223242","0.9162384867668152","0.9182835817337036","0.9258241653442384","0.9220238327980042","9.244625315070152","0.9236111044883728","0.9258241653442384"
"resnet50_n=all_clf (2024.05.21. 01:46)","finished","-","","","2024-05-21T01:46:04.000Z","8272","","100","false","fayoum","loss","30","[0,1]","resnet50_n=all_clf","0.0001","clf","resnet50","0.9","5000","-1","resnet50_n=all_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.8796992301940918","0.8930920958518982","0.9168421030044556","0.8796992301940918","1","1","6.252629362046719","1","1","0.8666666746139526","0.8738390207290649","11.312342643737791","0.8847222328186035","0.8666666746139526"
"alexnet_n=120_clf (2024.05.21. 01:39)","finished","-","","","2024-05-21T01:39:41.000Z","378","","100","false","fayoum","loss","30","[0,1]","alexnet_n=120_clf","0.0001","clf","alexnet","0.9","5000","120","alexnet_n=120_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.9068323373794556","0.9068323373794556","0.9068323373794556","0.9068323373794556","0.8965908885002136","0.8934510946273804","1.1462553404271605","0.8914063572883606","0.8965908885002136","0.8666666746139526","0.8697138428688049","12.7135089635849","0.8743420839309692","0.8666666746139526"
"resnet50_n=120_clf (2024.05.21. 08:27)","finished","-","","","2024-05-21T00:27:31.000Z","7179","","100","false","fayoum","loss","30","[0,1]","resnet50_n=120_clf","0.0001","clf","resnet50","0.9","5000","120","resnet50_n=120_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.8410087823867798","0.8446418642997742","0.8535714149475098","0.8410087823867798","0.9664825201034546","0.9586822390556335","3.880573809146881","0.9530303478240968","0.9664825201034546","0.8754040002822876","0.8719607591629028","13.902188509702682","0.8707107901573181","0.8754040002822876"
"alexnet_n=40_clf (2024.05.21. 08:23)","finished","-","","","2024-05-21T00:23:43.000Z","224","","100","false","fayoum","loss","30","[0,1]","alexnet_n=40_clf","0.0001","clf","alexnet","0.9","5000","40","alexnet_n=40_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.875","0.8499579429626465","0.8392857313156128","0.875","0.882637619972229","0.8760031461715698","0.07485269010066986","0.8757461905479431","0.882637619972229","0.7967032790184021","0.7952058911323547","9.767849370837212","0.8236111402511597","0.7967032790184021"
"resnet50_n=120_clf (2024.05.20. 23:33)","finished","-","","","2024-05-20T23:33:27.000Z","7569","","100","false","fayoum","loss","30","[0,1]","resnet50_n=120_clf","0.0001","clf","resnet50","0.9","5000","120","resnet50_n=120_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.9139424562454224","0.8814393877983093","0.8602941036224365","0.9139424562454224","0.9408985376358032","0.9247540235519408","3.698715195059776","0.9197480082511902","0.9408985376358032","0.894444465637207","0.9035087823867798","12.083806842565536","0.9194444417953492","0.894444465637207"
"alexnet_n=40_clf (2024.05.20. 23:19)","finished","-","","","2024-05-20T23:19:49.000Z","813","","100","false","fayoum","loss","30","[0,1]","alexnet_n=40_clf","0.0001","clf","alexnet","0.9","5000","40","alexnet_n=40_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.8428571224212646","0.8823240399360657","0.9586538672447203","0.8428571224212646","0.8845170736312866","0.8948343992233276","0.034495092928409576","0.9120172262191772","0.8845170736312866","0.8388888835906982","0.8430920839309692","8.998935580253601","0.8535714149475098","0.8388888835906982"
"resnet50_n=40_clf (2024.05.21. 07:00)","finished","-","","","2024-05-20T23:00:07.000Z","5011","","100","false","fayoum","loss","30","[0,1]","resnet50_n=40_clf","0.0001","clf","resnet50","0.9","5000","40","resnet50_n=40_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.8410087823867798","0.8433014750480652","0.8493421077728271","0.8410087823867798","0.8471181988716125","0.86590576171875","0.28012174367904663","0.8957076072692871","0.8471181988716125","0.7829670310020447","0.7821773290634155","9.802251379936934","0.7990384697914124","0.7829670310020447"
"alexnet_n=20_clf (2024.05.21. 06:58)","finished","-","","","2024-05-20T22:58:51.000Z","71","","100","false","fayoum","loss","30","[0,1]","alexnet_n=20_clf","0.0001","clf","alexnet","0.9","5000","20","alexnet_n=20_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.8472222089767456","0.8035714626312256","0.793154776096344","0.8472222089767456","0.7916804552078247","0.7767566442489624","0.04881685392724143","0.7832701802253723","0.7916804552078247","0.7417582273483276","0.7292489409446716","8.397919366757074","0.7601190805435181","0.7417582273483276"
"resnet50_n=40_clf (2024.05.20. 21:52)","finished","-","","","2024-05-20T21:52:59.000Z","5204","","100","false","fayoum","loss","30","[0,1]","resnet50_n=40_clf","0.0001","clf","resnet50","0.9","5000","40","resnet50_n=40_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.8245341777801514","0.8251068592071533","0.8284631967544556","0.8245341777801514","0.8575941324234009","0.8576600551605225","0.29924851655960083","0.8591762781143188","0.8575941324234009","0.8388888835906982","0.8475455045700073","9.668555051088331","0.8650793433189392","0.8388888835906982"
"alexnet_n=20_clf (2024.05.20. 21:46)","finished","-","","","2024-05-20T21:46:03.000Z","410","","100","false","fayoum","loss","30","[0,1]","alexnet_n=20_clf","0.0001","clf","alexnet","0.9","5000","20","alexnet_n=20_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.8350931406021118","0.8351901769638062","0.851190447807312","0.8350931406021118","0.8370738625526428","0.8317857980728149","0.00887100998726156","0.8323115110397339","0.8370738625526428","0.8638888597488403","0.8677945137023926","6.482755621274312","0.8878787755966187","0.8638888597488403"
"resnet50_n=20_clf (2024.05.21. 05:38)","finished","-","","","2024-05-20T21:38:07.000Z","4839","","100","false","fayoum","loss","30","[0,1]","resnet50_n=20_clf","0.0001","clf","resnet50","0.9","5000","20","resnet50_n=20_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.7285087704658508","0.7294390797615051","0.7311004400253296","0.7285087704658508","0.786622166633606","0.8053224086761475","0.04644169989559385","0.8436865210533142","0.786622166633606","0.7829670310020447","0.7821773290634155","7.755855997403462","0.7990384697914124","0.7829670310020447"
"alexnet_n=8_clf (2024.05.21. 05:24)","finished","-","","","2024-05-20T21:24:03.000Z","840","","100","false","fayoum","loss","30","[0,1]","alexnet_n=8_clf","0.0001","clf","alexnet","0.9","5000","8","alexnet_n=8_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.7638888955116272","0.6954327821731567","0.7159091234207153","0.7638888955116272","0.6366866827011108","0.6135501861572266","0.00021498565646735105","0.619865894317627","0.6366866827011108","0.5201464891433716","0.5143754482269287","6.231195569038391","0.5190476179122925","0.5201464891433716"
"resnet50_n=20_clf (2024.05.20. 20:27)","finished","-","","","2024-05-20T20:27:29.000Z","4708","","100","false","fayoum","loss","30","[0,1]","resnet50_n=20_clf","0.0001","clf","resnet50","0.9","5000","20","resnet50_n=20_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.8362209796905518","0.792937159538269","0.7734493017196655","0.8362209796905518","0.7865989208221436","0.7647520303726196","0.05604999760786692","0.7531256675720215","0.7865989208221436","0.7027778029441833","0.6801282167434692","8.765568852424622","0.6761363744735718","0.7027778029441833"
"resnet50_n=8_clf (2024.05.21. 03:44)","finished","-","","","2024-05-20T19:44:15.000Z","5983","","100","false","fayoum","loss","30","[0,1]","resnet50_n=8_clf","0.0001","clf","resnet50","0.9","5000","8","resnet50_n=8_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.6792397499084473","0.7082856893539429","0.7648097276687622","0.6792397499084473","0.6991657018661499","0.7116944193840027","0.0033729008652947164","0.7374095320701599","0.6991657018661499","0.6971827745437622","0.7077224254608154","5.773277228077252","0.7465277910232544","0.6971827745437622"
"alexnet_n=8_clf (2024.05.20. 19:09)","finished","-","","","2024-05-20T19:09:10.000Z","4693","","100","false","fayoum","loss","30","[0,1]","alexnet_n=8_clf","0.0001","clf","alexnet","0.9","5000","8","alexnet_n=8_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.6498855948448181","0.5493420958518982","0.5407636761665344","0.6498855948448181","0.745132327079773","0.6936893463134766","0.00003266179489649155","0.7589169144630432","0.745132327079773","0.675000011920929","0.5739064812660217","4.784845193227132","0.5097402930259705","0.675000011920929"
"alexnet_n=all_clf (2024.05.21. 03:02)","finished","-","","","2024-05-20T19:02:42.000Z","259","","100","false","fayoum","loss","30","[0,1]","alexnet_n=all_clf","0.0001","clf","alexnet","0.9","5000","-1","alexnet_n=all_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.8458333015441895","0.8707184791564941","0.9375","0.8458333015441895","0.8791590929031372","0.890342652797699","3.2111912947148085","0.9231770634651184","0.8791590929031372","0.7829670310020447","0.7821773290634155","14.50686165690422","0.7990384697914124","0.7829670310020447"
"resnet50_n=8_clf (2024.05.20. 18:11)","finished","-","","","2024-05-20T18:11:13.000Z","3471","","100","false","fayoum","loss","30","[0,1]","resnet50_n=8_clf","0.0001","clf","resnet50","0.9","5000","8","resnet50_n=8_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.7096273899078369","0.6475725173950195","0.6275793313980103","0.7096273899078369","0.7087686657905579","0.6715288162231445","0.007235091518272053","0.6653467416763306","0.7087686657905579","0.6777777671813965","0.6579737663269043","5.916840930779775","0.6581522226333618","0.6777777671813965"
"alexnet_n=4_clf (2024.05.21. 01:46)","finished","-","","","2024-05-20T17:46:21.000Z","7069","","100","false","fayoum","loss","30","[0,1]","alexnet_n=4_clf","0.0001","clf","alexnet","0.9","5000","4","alexnet_n=4_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.6937865614891052","0.6621294617652893","0.6644586324691772","0.6937865614891052","0.6660012602806091","0.6454566121101379","0.000009454929650845854","0.6438614726066589","0.6660012602806091","0.5750916004180908","0.5736150145530701","3.3510356437076223","0.5787338018417358","0.5750916004180908"
"alexnet_n=4_clf (2024.05.20. 17:27)","finished","-","","","2024-05-20T17:27:02.000Z","2646","","100","false","fayoum","loss","30","[0,1]","alexnet_n=4_clf","0.0001","clf","alexnet","0.9","5000","4","alexnet_n=4_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.699999988079071","0.6827930808067322","0.6791666746139526","0.699999988079071","0.730255663394928","0.6944830417633057","0.00001723219016143544","0.8601587414741516","0.730255663394928","0.7083333134651184","0.6314102411270142","3.021990418434143","0.5788690447807312","0.7083333134651184"
"resnet50_n=4_clf (2024.05.20. 17:03)","finished","-","","","2024-05-20T17:03:07.000Z","1430","","100","false","fayoum","loss","30","[0,1]","resnet50_n=4_clf","0.0001","clf","resnet50","0.9","5000","4","resnet50_n=4_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.5020595192909241","0.3870348334312439","0.3583333492279053","0.5020595192909241","0.535943865776062","0.4955974221229553","0.010352431373162704","0.6750065684318542","0.535943865776062","0.47777777910232544","0.422932505607605","4.613252607258883","0.3965517282485962","0.47777777910232544"
"alexnet_n=all_all (2024.05.20. 17:00)","finished","-","","","2024-05-20T17:00:44.000Z","138","","100","false","fayoum","loss","30","[0,1]","alexnet_n=all_all","0.0001","all","alexnet","0.9","5000","-1","alexnet_n=all_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.9285714626312256","0.9479166269302368","0.9800000190734864","0.9285714626312256","0.8903409242630005","0.9041888117790222","1.8501626197248695","0.9385411739349364","0.8903409242630005","0.9194444417953492","0.9201681017875672","10.991352558135986","0.9232954382896424","0.9194444417953492"
"resnet50_n=4_clf (2024.05.21. 00:39)","finished","-","","","2024-05-20T16:39:43.000Z","3993","","100","false","fayoum","loss","30","[0,1]","resnet50_n=4_clf","0.0001","clf","resnet50","0.9","5000","4","resnet50_n=4_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.32470762729644775","0.30415868759155273","0.375371366739273","0.32470762729644775","0.3888362646102905","0.36767828464508057","0.009436334398659792","0.45120251178741455","0.3888362646102905","0.31992030143737793","0.31784945726394653","5.249328830025413","0.3611111044883728","0.31992030143737793"
"alexnet_n=all_all (2024.05.21. 00:34)","finished","-","","","2024-05-20T16:34:52.000Z","286","","100","false","fayoum","loss","30","[0,1]","alexnet_n=all_all","0.0001","all","alexnet","0.9","5000","-1","alexnet_n=all_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.8458333015441895","0.8707184791564941","0.9375","0.8458333015441895","0.9050211906433104","0.9156967401504515","1.3914079330861568","0.937401294708252","0.9050211906433104","0.8736263513565063","0.8817460536956787","8.83241294324398","0.9003968238830566","0.8736263513565063"
"resnet50_n=all_all (2024.05.20. 16:32)","finished","-","","","2024-05-20T16:32:02.000Z","1717","","100","false","fayoum","loss","30","[0,1]","resnet50_n=all_all","0.0001","all","resnet50","0.9","5000","-1","resnet50_n=all_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.9285714626312256","0.9479166269302368","0.9800000190734864","0.9285714626312256","1","1","0.9067097809165716","1","1","0.8888888955116272","0.8926863074302673","11.0591362118721","0.9333332777023317","0.8888888955116272"
"alexnet_n=120_all (2024.05.20. 16:26)","finished","-","","","2024-05-20T16:26:05.000Z","352","","100","false","fayoum","loss","30","[0,1]","alexnet_n=120_all","0.0001","all","alexnet","0.9","5000","120","alexnet_n=120_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.9285714626312256","0.9479166269302368","0.9800000190734864","0.9285714626312256","0.9233993291854858","0.925787091255188","0.36564881447702646","0.928658962249756","0.9233993291854858","0.894444465637207","0.894444465637207","9.8665179759264","0.894444465637207","0.894444465637207"
"resnet50_n=all_clf (2024.05.21. 00:19)","finished","-","","","2024-05-20T16:19:08.000Z","9809","","100","false","fayoum","loss","30","[0,1]","resnet50_n=all_clf","0.0001","clf","resnet50","0.9","5000","-1","resnet50_n=all_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.9166666865348816","0.9249999523162842","0.9545454382896424","0.9166666865348816","0.9956140518188475","0.9935503005981444","5.860407300293446","0.9916666746139526","0.9956140518188475","0.8379120826721191","0.8519519567489624","10.91144847869873","0.9267857074737548","0.8379120826721191"
"resnet50_n=all_all (2024.05.20. 23:51)","finished","-","","","2024-05-20T15:51:24.000Z","2603","","100","false","fayoum","loss","30","[0,1]","resnet50_n=all_all","0.0001","all","resnet50","0.9","5000","-1","resnet50_n=all_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.8611111044883728","0.8652117848396301","0.8990683555603027","0.8611111044883728","1","1","0.9287555236369373","1","1","0.8021978139877319","0.8003968000411987","12.501329749822617","0.840350866317749","0.8021978139877319"
"alexnet_n=120_clf (2024.05.20. 23:45)","finished","-","","","2024-05-20T15:45:02.000Z","2042","","100","false","fayoum","loss","30","[0,1]","alexnet_n=120_clf","0.0001","clf","alexnet","0.9","5000","120","alexnet_n=120_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.9444444179534912","0.9471210241317748","0.95095694065094","0.9444444179534912","0.9001815319061279","0.8954437971115112","0.30205827206373215","0.8917360305786133","0.9001815319061279","0.8186813592910767","0.8247296810150146","12.489764213562012","0.8416666984558105","0.8186813592910767"
"alexnet_n=120_all (2024.05.20. 23:40)","finished","-","","","2024-05-20T15:40:30.000Z","649","","100","false","fayoum","loss","30","[0,1]","alexnet_n=120_all","0.0001","all","alexnet","0.9","5000","120","alexnet_n=120_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.8896198868751526","0.893010139465332","0.9023809432983398","0.8896198868751526","0.9274625182151794","0.920129895210266","0.2432757057249546","0.9159412384033204","0.9274625182151794","0.9258241653442384","0.9199999570846558","7.061430111527443","0.9166666865348816","0.9258241653442384"
"resnet50_n=120_all (2024.05.20. 14:09)","finished","-","","","2024-05-20T14:09:44.000Z","8175","","100","false","fayoum","loss","30","[0,1]","resnet50_n=120_all","0.0001","all","resnet50","0.9","5000","120","resnet50_n=120_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.9285714626312256","0.9479166269302368","0.9800000190734864","0.9285714626312256","0.949175238609314","0.935156226158142","0.08021125686354935","0.9290342926979064","0.949175238609314","0.9222221970558168","0.9259917736053468","9.371137544512749","0.9368420839309692","0.9222221970558168"
"alexnet_n=40_all (2024.05.20. 14:07)","finished","-","","","2024-05-20T14:07:49.000Z","109","","100","false","fayoum","loss","30","[0,1]","alexnet_n=40_all","0.0001","all","alexnet","0.9","5000","40","alexnet_n=40_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.8428571224212646","0.8823240399360657","0.9586538672447203","0.8428571224212646","0.8955966234207153","0.9015304446220398","0.06269311159849167","0.9107291102409364","0.8955966234207153","0.8388888835906982","0.8430920839309692","8.52428388595581","0.8535714149475098","0.8388888835906982"
"resnet50_n=120_all (2024.05.20. 22:06)","finished","-","","","2024-05-20T14:06:00.000Z","5643","","100","false","fayoum","loss","30","[0,1]","resnet50_n=120_all","0.0001","all","resnet50","0.9","5000","120","resnet50_n=120_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.8611111044883728","0.8652117848396301","0.8990683555603027","0.8611111044883728","0.9833168983459472","0.9810503125190736","0.23789636325091124","0.9789474010467528","0.9833168983459472","0.9258241653442384","0.9199999570846558","10.353851228952408","0.9166666865348816","0.9258241653442384"
"alexnet_n=40_all (2024.05.20. 22:03)","finished","-","","","2024-05-20T14:03:28.000Z","148","","100","false","fayoum","loss","30","[0,1]","alexnet_n=40_all","0.0001","all","alexnet","0.9","5000","40","alexnet_n=40_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.8680555820465088","0.8642534017562866","0.8638392686843872","0.8680555820465088","0.8527814149856567","0.853384256362915","0.08394581824541092","0.8642297983169556","0.8527814149856567","0.7774724960327148","0.7723767757415771","8.868873536586761","0.8125","0.7774724960327148"
"resnet50_n=40_all (2024.05.20. 20:42)","finished","-","","","2024-05-20T12:42:57.000Z","4827","","100","false","fayoum","loss","30","[0,1]","resnet50_n=40_all","0.0001","all","resnet50","0.9","5000","40","resnet50_n=40_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.8472222089767456","0.8500000238418579","0.8693181872367859","0.8472222089767456","0.8784662485122681","0.8904492855072021","0.03719653561711311","0.9086151123046876","0.8784662485122681","0.7829670310020447","0.7821773290634155","10.528750844299791","0.7990384697914124","0.7829670310020447"
"alexnet_n=20_all (2024.05.20. 20:40)","finished","-","","","2024-05-20T12:40:20.000Z","153","","100","false","fayoum","loss","30","[0,1]","alexnet_n=20_all","0.0001","all","alexnet","0.9","5000","20","alexnet_n=20_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.8611111044883728","0.8332635164260864","0.8261218070983887","0.8611111044883728","0.8307003974914551","0.8188518285751343","0.020515744884808857","0.8328124284744263","0.8307003974914551","0.7774724960327148","0.7723767757415771","7.399535765250524","0.8125","0.7774724960327148"
"resnet50_n=40_all (2024.05.20. 12:26)","finished","-","","","2024-05-20T12:26:44.000Z","6060","","100","false","fayoum","loss","30","[0,1]","resnet50_n=40_all","0.0001","all","resnet50","0.9","5000","40","resnet50_n=40_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.8928571343421936","0.91499125957489","0.9675000309944152","0.8928571343421936","0.8617897629737854","0.8647376298904419","0.012161997146904469","0.869290828704834","0.8617897629737854","0.8388888835906982","0.8430920839309692","9.465686336159706","0.8535714149475098","0.8388888835906982"
"alexnet_n=20_all (2024.05.20. 12:20)","finished","-","","","2024-05-20T12:20:54.000Z","344","","100","false","fayoum","loss","30","[0,1]","alexnet_n=20_all","0.0001","all","alexnet","0.9","5000","20","alexnet_n=20_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.8459627628326416","0.8506944179534912","0.8661616444587708","0.8459627628326416","0.8461647629737854","0.8470872640609741","0.0032968519048558343","0.8522257804870605","0.8461647629737854","0.8638888597488403","0.8677945137023926","5.8888048728307085","0.8878787755966187","0.8638888597488403"
"resnet50_n=120_clf (2024.05.20. 19:58)","finished","-","","","2024-05-20T11:58:51.000Z","13566","","100","false","fayoum","loss","30","[0,1]","resnet50_n=120_clf","0.0001","clf","resnet50","0.9","5000","120","resnet50_n=120_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.910453200340271","0.9017930030822754","0.9052083492279052","0.910453200340271","0.9649122953414916","0.9486534595489502","3.8556519895792007","0.9405193328857422","0.9649122953414916","0.9111182689666748","0.901960790157318","11.912608712911606","0.901960790157318","0.9111182689666748"
"resnet50_n=20_all (2024.05.20. 19:33)","finished","-","","","2024-05-20T11:33:07.000Z","4028","","100","false","fayoum","loss","30","[0,1]","resnet50_n=20_all","0.0001","all","resnet50","0.9","5000","20","resnet50_n=20_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.7916666865348816","0.7743741869926453","0.7613636255264282","0.7916666865348816","0.8173651695251465","0.8139280676841736","0.011614130602942571","0.8119333982467651","0.8173651695251465","0.7609890103340149","0.7479362487792969","9.942293892304102","0.7451127767562866","0.7609890103340149"
"alexnet_n=8_all (2024.05.20. 19:20)","finished","-","","","2024-05-20T11:20:58.000Z","725","","100","false","fayoum","loss","30","[0,1]","alexnet_n=8_all","0.0001","all","alexnet","0.9","5000","8","alexnet_n=8_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.8263888955116272","0.7764743566513062","0.7638506889343262","0.8263888955116272","0.6800926923751831","0.6611033082008362","0.00012116780800914222","0.6602700352668762","0.6800926923751831","0.5558608174324036","0.5506407022476196","5.726112638910611","0.5529762506484985","0.5558608174324036"
"resnet50_n=20_all (2024.05.20. 10:50)","finished","-","","","2024-05-20T10:50:03.000Z","5445","","100","false","fayoum","loss","30","[0,1]","resnet50_n=20_all","0.0001","all","resnet50","0.9","5000","20","resnet50_n=20_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.7570284605026245","0.6918277740478516","0.6993421316146851","0.7570284605026245","0.7946849465370178","0.767622709274292","0.003412849683728483","0.7625019550323486","0.7946849465370178","0.8138889074325562","0.7979894876480103","9.86185908317566","0.7973580360412598","0.8138889074325562"
"alexnet_n=40_clf (2024.05.20. 18:40)","finished","-","","","2024-05-20T10:40:36.000Z","4690","","100","false","fayoum","loss","30","[0,1]","alexnet_n=40_clf","0.0001","clf","alexnet","0.9","5000","40","alexnet_n=40_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.9097222089767456","0.9118683934211732","0.9150717258453368","0.9097222089767456","0.878554105758667","0.8728097677230835","0.0040939017198979855","0.868872880935669","0.878554105758667","0.8186813592910767","0.8226495981216431","6.322940595448017","0.8352227210998535","0.8186813592910767"
"resnet50_n=8_all (2024.05.20. 18:21)","finished","-","","","2024-05-20T10:21:02.000Z","3592","","100","false","fayoum","loss","30","[0,1]","resnet50_n=8_all","0.0001","all","resnet50","0.9","5000","8","resnet50_n=8_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.672295331954956","0.6754614114761353","0.6945350170135498","0.672295331954956","0.6105666756629944","0.6223310232162476","0.0017021721736951308","0.6416044235229492","0.6105666756629944","0.5876427888870239","0.5871381163597107","7.6453438103199005","0.5966386795043945","0.5876427888870239"
"alexnet_n=8_all (2024.05.20. 09:30)","finished","-","","","2024-05-20T09:30:53.000Z","4745","","100","false","fayoum","loss","30","[0,1]","alexnet_n=8_all","0.0001","all","alexnet","0.9","5000","8","alexnet_n=8_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","9","ripeness","0.6630434989929199","0.5511363744735718","0.5441176891326904","0.6630434989929199","0.7323100566864014","0.6778786182403564","0.000013752135352908889","0.7263753414154053","0.7323100566864014","0.730555534362793","0.6762576103210449","4.672929743925731","0.7966711521148682","0.730555534362793"
"alexnet_n=4_all (2024.05.20. 16:40)","finished","-","","","2024-05-20T08:40:43.000Z","6014","","100","false","fayoum","loss","30","[0,1]","alexnet_n=4_all","0.0001","all","alexnet","0.9","5000","4","alexnet_n=4_all","false","true","false","dino_baseline_fayoum_reduced_samples","15","6","ripeness","0.6937865614891052","0.6536192893981934","0.6530352830886841","0.6937865614891052","0.661766529083252","0.6450390219688416","0.000004822414749386636","0.6445183753967285","0.661766529083252","0.5558608174324036","0.5510736107826233","3.1915406476367605","0.5562499761581421","0.5558608174324036"
"resnet50_n=40_clf (2024.05.20. 16:36)","finished","-","","","2024-05-20T08:36:44.000Z","7427","","100","false","fayoum","loss","30","[0,1]","resnet50_n=40_clf","0.0001","clf","resnet50","0.9","5000","40","resnet50_n=40_clf","false","true","false","dino_baseline_fayoum_reduced_samples","15","5","ripeness","0.8271198868751526","0.8102158904075623","0.7983065843582153","0.8271198868751526","0.8743194341659546","0.8706239461898804","0.31257715821266174","0.8690018653869629","0.8743194341659546","0.8039754629135132","0.8043824434280396","8.665609791874886","0.8067226409912109","0.8039754629135132"
